Count,Item,format,Excluded,poly,recode,collapse,Max_poss,y1_post,y2_pre,y2_post,matrix1,matrix2,marix3,matrix4,matrix5,matrix6,matrix7,matrix8,CUJK,CUKK,JHU,Metro,STMU,UCD,UGA,cl1,cl2,cl3,cl4,cl5,cl6,cl7,cl8,cl9,cl10,cl11,cl12,cl13pre,cl13pos,cl14pre,cl14pos,cl15pre,cl17,cl18pre,cl18pos,cl19pre,cl19pos,cl20,P_learn_1,P-learn_2,sec_learn,Blooms level,Blooms weight,Max exam,Mx mc/tf
312,cl7_fcsa1d,SA,0,1,1,1,,1,"see matrix 5, 6",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,2,6,3,3
313,cl7_fcsa2a,SA,0,1,1,1,,1,"see matrix 5, 6",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,,,3,18,6,6
314,cl7_fcsa2b,SA,0,1,1,1,,1,"see matrix 5, 6",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,,,3,18,6,6
315,cl7_fcsa2c,SA,0,1,0,0,,1,"see matrix 5, 6",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,,,3,6,2,2
316,cl7_fcsa3a,SA,0,1,0,1,,1,"see matrix 5, 6",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,8,2,3,9,3,3
317,cl7_fcsa3b,SA,0,1,1,1,,1,"see matrix 5, 6",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,8,2,2,6,3,3
318,cl7_fcsa3c,SA,0,1,0,0,,1,"see matrix 5, 6",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,,6,2,10,5,5
319,cl7_fcsa3d,SA,0,1,0,1,,1,"see matrix 5, 6",1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,,,2,6,3,3
320,cl7_fcsa4a,SA,0,1,1,1,,1,"see matrix 5, 6",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,,2,4,2,2
321,cl7_fcsa4b,SA,0,1,0,0,,1,"see matrix 5, 6",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,,3,18,6,6
322,cl7_fcsa5a,SA,0,1,1,1,,1,"see matrix 5, 6",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,,,3,6,2,2
323,cl7_fcsa5b,SA,0,1,0,0,,1,"see matrix 5, 6",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,,,2,4,2,2
324,cl7_fcsa5c,SA,0,1,0,0,,1,"see matrix 5, 6",1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,,,4,24,6,6
325,cl7_fcsa6a,SA,0,0,1,0,,1,"see matrix 5, 6",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,,4,8,2,2
326,cl7_fcsa6b,SA,0,1,0,0,,1,"see matrix 5, 6",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,,4,16,4,4
327,cl7_fcsa6c,SA,0,0,1,0,,1,"see matrix 5, 6",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,,4,8,2,2
328,cl7_fcsa6d,SA,0,1,1,1,,1,"see matrix 5, 6",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,,2,4,2,2
329,cl7_fcsa6e,SA,0,1,1,1,,1,"see matrix 5, 6",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,,2,3,12,4,4
330,cl8_fc10,MC,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,,,2,6.1,3.05,1
331,cl8_fc11,MC,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,,,2,6.1,3.05,1
332,cl8_fc14,MC,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,3.05,3.05,1
333,cl8_fc17,MC,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,3.05,3.05,1
334,cl8_fc20,MC,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,1,3.05,3.05,1
335,cl8_fc22,MC,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,,,1,3.05,3.05,1
336,cl8_fc3,MC,0,0,0,0,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,,,3,9.15,3.05,1
337,cl8_fc4,MC,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,3,9.15,3.05,1
338,cl8_fc5,MC,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,,,1,3.05,3.05,1
339,cl9_fcp1,SA,0,1,1,1,,"see cl4,cl9","cl14pre,cl19pre","cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,3,27,9,9
340,cl9_fcp3,SA,0,1,1,1,,"see cl4,cl9","cl14pre,cl19pre","cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,,,3,24,8,8
341,cl9_fcp4,SA,1,1,0,0,,"see cl4,cl9","cl14pre,cl19pre","cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,3,18,6,6
342,cl9_fcp5,SA,0,1,1,1,,"see cl4,cl9","cl14pre,cl19pre","cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,3,12,4,4
343,cl9_fcp6,SA,0,1,0,0,,"see cl4,cl9","cl14pre,cl19pre","cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,,,4,36,9,9
344,cl9_fcp7,SA,0,1,1,1,,"see cl4,cl9","cl14pre,cl19pre","cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,4,16,4,4
345,cl9_fcsa2,SA,0,1,1,1,,"see cl4,cl9","cl14pre,cl19pre","cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,,3,9,3,3
346,cl9_fcsa3,SA,0,1,1,1,,"see cl4,cl9","cl14pre,cl19pre","cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,,,3,12,4,4
347,cl9_fcsa4,SA,0,1,1,1,,"see cl4,cl9","cl14pre,cl19pre","cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,3,12,4,4
348,cl9_fcsa5,SA,0,1,1,1,,"see cl4,cl9","cl14pre,cl19pre","cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,,,4,12,3,3
349,cl9_fcsa7,SA,0,1,1,1,,"see cl4,cl9","cl14pre,cl19pre","cl14pos,cl19pos",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,,,4,20,5,5
