"","GCAPost8","GCAPost19","GCAPost13","GCAPost2","GCAPost7","GCAPost6","GCAPost1","GCAPost4","GCAPost16","GCAPost14","GCAPost25","GCAPost5","GCAPost12","GCAPost23","GCAPost11","GCAPost18","GCAPost21","GCAPost10","GCAPost22","GCAPost24","GCAPost17","GCAPost9","GCAPost15","GCAPost3","GCAPost20","total_score","outfitMNSQ","infitMNSQ"
"P368",1,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,13,0.883826033385979,0.912343453799678
"P369",1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,13,0.969486792036846,0.998362543003517
"P381",1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,13,0.857828793161508,0.889760098118803
"P413",1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,13,1.10554208749961,1.12954463613077
"P489",1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,13,0.838781655977317,0.875612790485207
"P494",1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,13,1.0656325245582,1.07233153487919
"P503",1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,13,0.973189905585784,1.00929914511633
"P534",1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,13,0.950065053079163,0.964671822786821
"P535",1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,13,0.90881394945145,0.936835980490759
"P539",0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,13,1.07173038714565,1.00505017069682
"P556",1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,13,0.995732759275909,1.02320678119109
"P574",1,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,13,0.918869317555365,0.952464935346665
"P649",1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,13,0.909929273898181,0.946134451164613
"P650",1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,13,0.976436564926836,1.01225173535023
"P669",1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,13,1.13018950866067,1.1394658998267
"P674",1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,13,0.961825737140861,0.957692851938146
"P680",1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,13,0.857325462049488,0.890644599746262
"P686",1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,13,0.834329996607321,0.872984124721251
"P688",1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,13,0.906806510088445,0.937668546665763
"P755",0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,13,1.16100454893502,1.07975397755403
"P818",1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,13,1.048800800668,1.06193518533722
"P822",1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,0,13,0.886858130583996,0.921094736324618
"P824",1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,13,1.23250790937067,1.22589320592744
"P829",1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,13,0.999879243864912,1.02647982961782
"P831",1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,13,1.10257588780733,1.10626670199621
"P837",1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,13,0.771470820463343,0.810602932559884
"P844",0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,13,1.1279508283737,1.0499344137817
"P871",1,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,13,1.09874714783036,1.10999728460222
"P878",1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,13,0.780165450719043,0.810946711861561
"P903",1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,13,1.0040218387848,1.02212149470793
"P927",1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,13,0.868681329257263,0.894561088980588
"P942",0,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,1,1,1,13,1.46400230960413,1.33920562409588
"P956",1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,1,13,1.11542635671415,1.10501086440684
"P988",1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,13,0.979567998662179,1.01079501485718
"P1023",1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,13,1.0699724721684,1.08346272572045
"P1026",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,13,0.89585025563371,0.917141548985396
"P1028",1,1,0,0,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,0,0,1,1,0,0,13,1.1358153854846,1.14259558816096
"P1030",1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,13,0.984099851753512,1.0005864530683
"P1033",0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,0,1,1,13,1.32574371250238,1.23377355758396
"P1054",1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,13,0.922789962462325,0.931170969238431
"P1067",1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,13,0.949256193723667,0.956350894173318
"P1068",1,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,0,13,1.25029360639751,1.22807034658614
"P1074",1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,13,1.00896191300483,1.04706939390313
"P1090",1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,13,1.00623733373934,1.00061031353342
"P1127",1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,13,0.896324643527413,0.911631317724522
"P1130",1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,13,0.754757619926238,0.785513240777712
"P1152",1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,13,1.1728936134202,1.17181042529057
"P1161",1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,13,0.900193162065256,0.912495203435443
"P1168",1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,13,1.01997906679279,1.02831397969964
"P1179",1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,13,1.04569779043899,1.06240505990669
"P1203",1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,13,0.814717147653674,0.850862483097907
"P1224",1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,13,0.922544791822197,0.95139921217046
"P1228",1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,13,0.939941458018451,0.960998035747876
"P1248",1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,13,0.90196612039252,0.92399906255969
"P1271",1,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,13,1.1034308837697,1.12320741077053
"P1279",1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,13,0.892080467401344,0.889081383989579
"P1286",1,1,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,1,1,13,0.999688231325309,1.00633616383222
"P1323",1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,13,0.899263600066069,0.895519059436378
"P1335",1,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,13,0.999479308425525,1.02292531641695
"P1378",1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,1,1,13,1.34132056366177,1.29495902178748
"P1383",1,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,13,0.888092017485857,0.918724305667506
"P1400",1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,13,1.01551693458649,1.01721725812638
"P1442",0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,13,1.07034005134221,1.00753767544727
"P1451",1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,13,1.09038426073429,1.09367739902647
"P1484",1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,13,1.10300248821895,1.11387186352261
"P1491",1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,13,1.02213811332647,1.02492202461379
"P1504",1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,13,0.882193170351183,0.910376491544989
"P1520",0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,13,1.18036714528406,1.08443397226943
"P1530",1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,13,1.09432958892677,1.08841088714982
"P1538",1,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,13,1.06823015405859,1.04729850736557
"P1540",1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,1,0,13,1.10180808979395,1.11173940124064
"P1543",1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,13,0.944527831251099,0.956535154630425
"P1570",0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,13,1.11103107524934,1.0401506909004
"P1572",1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,13,0.847744408290633,0.883274125576458
"P1588",0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,1,0,13,1.29345074205552,1.1979891611337
"P1591",1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,13,1.07007229886661,1.07384483208124
"P1611",1,1,0,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,13,1.06170135295752,1.06740527171905
"P1618",1,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,13,0.961739194184716,0.99434712673254
"P1625",1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,13,0.932589204139425,0.946134966452176
"P22",1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,14,0.989049165450432,1.00672981441381
"P61",1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,14,0.776514648261727,0.828349995255272
"P73",1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,14,0.864464969182076,0.907067608356981
"P105",1,1,1,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,14,1.07372620656532,1.08407852434131
"P115",1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,14,0.881847910297395,0.91677041537792
"P121",1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,14,0.920931739080392,0.918692139307144
"P122",0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,14,1.41385927954202,1.2697129778245
"P158",1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,1,14,1.00818800254512,0.998556725854605
"P201",1,1,1,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,0,1,0,14,0.956555345721911,0.988594492930229
"P214",0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,14,1.23820703721705,1.12436118897084
"P245",0,1,1,1,0,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,14,1.28242369137027,1.17905653117657
"P269",1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,14,1.15809273247138,1.1413663629832
"P284",1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,14,1.10533674829971,1.08523528939715
"P307",1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,14,0.935352908326368,0.961465877937374
"P402",1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,14,0.877296142920959,0.923014435512447
"P458",1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,1,0,14,1.12311783398925,1.10779699558446
"P461",1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,14,0.857439676007172,0.891753464077333
"P463",1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,14,0.910904377006877,0.947318389328835
"P491",1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,1,0,0,14,0.962436049688725,1.00473566205521
"P530",1,0,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,14,1.09427176611983,1.08115536868842
"P538",1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,14,1.16703041755415,1.19319675872381
"P586",1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,14,1.35756926281841,1.33888190232567
"P608",1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,14,0.705387821689006,0.749190320599947
"P627",1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,14,0.985436044214884,0.989310977220951
"P648",1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,14,0.911891959570735,0.959508613077061
"P654",1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,14,0.978064667434392,1.00439183869928
"P664",1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,14,0.911891959570735,0.959508613077061
"P665",1,1,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,14,0.984147704267502,0.986433169477946
"P693",1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,14,0.860246441019652,0.897223092145015
"P706",0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,14,1.11308044826579,1.02460977479936
"P709",1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,14,1.06998405069963,1.10089401646597
"P735",1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,14,0.967109190898621,1.00002749662979
"P764",1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,14,0.814502890040465,0.869215333911985
"P765",1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,14,0.931871736916159,0.971423147042343
"P806",1,0,1,0,0,0,1,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,14,1.2478933272673,1.21834643448966
"P810",1,1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,14,0.912866456803817,0.960260843049857
"P816",1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,14,0.850049816401829,0.857150274835726
"P834",1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,14,0.96877403590492,1.00301759274821
"P846",1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,14,0.752854869988139,0.802794815624841
"P880",1,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,1,14,0.974336389390837,1.01465743841741
"P898",1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,14,0.894474761791816,0.940301244237592
"P911",1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,14,0.93475350479335,0.956770702476599
"P924",1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,0,14,1.02775474973957,1.04711174228939
"P977",0,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,14,1.3646260138631,1.20674248370063
"P1024",1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,14,0.699185396341012,0.744617211863241
"P1032",1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,14,0.795569518517709,0.832454195512583
"P1043",1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,14,0.886193901611481,0.925869080516736
"P1048",1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,14,1.01006527920133,0.99058589176982
"P1102",1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,14,0.834744281382159,0.871894368157739
"P1105",1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,14,1.06412232669595,1.05186300509047
"P1106",1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,14,0.970339296405737,1.00752254897164
"P1150",1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,1,0,1,1,0,0,14,0.912436586936402,0.951645844654523
"P1169",1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,0,1,14,1.11068736428162,1.12450396258181
"P1174",1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,14,1.04205132830673,1.03540750597175
"P1195",0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,14,1.44585084976512,1.27959646422089
"P1225",1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,1,14,1.07089162112011,1.09205910399208
"P1239",1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,14,1.07406677831941,1.06360854077068
"P1267",1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,14,1.01481280839395,1.0386653375588
"P1316",1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,14,0.823898826554285,0.87749712523649
"P1320",1,1,1,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,14,0.979554982106703,0.992240150831416
"P1346",1,0,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,14,1.12090203369881,1.09314445523272
"P1368",1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,14,0.942219437913222,0.967391099442623
"P1372",1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,14,0.926708179829853,0.951750443313012
"P1373",1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,14,1.09167970607523,1.0781000363298
"P1392",1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,14,0.918934369521031,0.957444773053139
"P1399",1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0,1,1,0,14,1.19106953028584,1.17173754636657
"P1460",1,1,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,14,1.03005269371565,1.05845396980543
"P1475",1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,14,1.16084139181293,1.13247760963723
"P1490",1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,14,1.13670508376764,1.14372852263556
"P1492",1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,14,1.05011400093757,1.0707998034451
"P1505",1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,14,0.77568969265756,0.826290640579443
"P1515",1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,14,0.776995652227465,0.828893298081081
"P1528",1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0,14,1.07560493100783,1.05982502707395
"P1539",0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,14,1.37900945126104,1.23098409749404
"P1550",0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,14,1.1360673975439,1.04681216831375
"P1584",1,1,1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,14,0.877894572753099,0.925990157856639
"P1595",1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,14,0.711916185948052,0.75664969953478
"P1628",0,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,14,1.14974749021811,1.03777242679036
"P1634",1,0,1,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,0,14,1.16510429344856,1.14864304978689
"P1639",1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,1,0,14,1.04095735570477,1.03846664387849
"P1643",1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,14,0.940015913048322,0.968355362406423
"P1659",1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,14,0.833197598789098,0.878305524379909
"P1665",0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,1,0,14,1.46009823032068,1.32673909500183
"P15",1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,15,0.755815376118787,0.81745575924872
"P19",1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,0,15,1.00445487970105,1.03623376665838
"P26",1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,15,0.714448065987319,0.774998014300036
"P39",1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,1,1,15,1.08867312076725,1.1135993933547
"P43",1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,15,0.94554228403503,0.980397323455269
"P47",1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,1,1,0,15,0.948139692568445,0.992486686596721
"P49",1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,1,1,0,0,1,1,15,1.15723343093894,1.13002132759702
"P54",1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,15,0.805279111440878,0.864818407517646
"P65",1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,15,1.08726341870017,1.07057165805158
"P69",1,1,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,15,1.07345249196998,1.05472204510793
"P86",1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,1,0,1,15,1.07695829710641,1.10374939707473
"P95",1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,15,0.645035412116457,0.696833446634651
"P109",1,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,15,1.11138847811867,1.07622817341972
"P111",1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,15,0.858843011407159,0.931998437380192
"P123",0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,15,1.25181872498073,1.09769515559345
"P218",1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,15,1.08611977814314,1.11302868483044
"P227",1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,15,1.07008814639266,1.10273872354277
"P228",1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,15,1.04110122431747,1.01587851905612
"P260",0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,15,1.38482761307565,1.15851659038458
"P306",1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,1,0,15,0.970903625922291,1.02871651056512
"P327",1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,0,0,0,15,0.867055804592191,0.914203515450347
"P335",1,0,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,0,0,15,1.25060339320813,1.19223976414989
"P346",1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,15,1.00004027980889,1.01892910539704
"P363",1,1,1,0,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,15,1.08784086982613,1.09998019261056
"P392",0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,15,1.17857253761199,0.967460780685799
"P401",1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,1,0,0,15,0.955794997439964,0.993909989566148
"P424",1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,0,15,1.0251559086403,1.0481074586776
"P426",1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,15,1.09374664637583,1.05725738580374
