"","GCAPost8","GCAPost19","GCAPost13","GCAPost2","GCAPost7","GCAPost6","GCAPost1","GCAPost4","GCAPost16","GCAPost14","GCAPost25","GCAPost5","GCAPost12","GCAPost23","GCAPost11","GCAPost18","GCAPost21","GCAPost10","GCAPost22","GCAPost24","GCAPost17","GCAPost9","GCAPost15","GCAPost3","GCAPost20","total_score","outfitMNSQ","infitMNSQ"
"P998",1,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,18,1.62339393154207,1.31956716066882
"P1009",1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,0,18,0.958934169974105,1.006933548683
"P1013",1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,18,0.81785471881714,0.928937608788241
"P1027",1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,18,1.13994252043079,1.01468657528545
"P1035",1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,0,18,0.828680819358024,0.935032500110546
"P1050",1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,18,0.920732941747,0.978407819264594
"P1077",1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,0,18,0.881304188756772,0.912409891030004
"P1078",1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,18,0.952267493888538,1.00819999091162
"P1079",1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,0,18,1.10956052349177,1.02959196110465
"P1096",1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,0,18,0.993134403771965,1.02363348536371
"P1097",1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,18,0.968265660568025,1.04358943579046
"P1120",1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,1,18,1.25143696733735,1.12638453109697
"P1121",1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,18,1.15598232290904,1.12731647945026
"P1133",1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,18,1.11780115881147,1.04619571492948
"P1134",1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,18,0.945519460562284,1.02183877884556
"P1136",1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,0,0,18,0.898559242872657,0.927127696824094
"P1154",1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,1,1,18,0.908221249586569,1.0364909795157
"P1172",1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,1,1,1,1,0,0,1,1,1,18,0.956195755017957,1.07139769531916
"P1189",1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,18,1.3038935637052,1.13355431173915
"P1190",1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,1,18,1.02314934858342,1.07065560894382
"P1197",1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,18,1.00152936384302,1.0601990839337
"P1207",1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,18,0.787933011938173,0.89632766148731
"P1236",1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,18,0.883364184956192,0.905267062251352
"P1240",1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,18,1.15546644432398,1.05242626722504
"P1244",0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,1,18,1.32525662209363,1.03318807306041
"P1245",1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,18,1.40798931608663,1.15300166695527
"P1250",0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,18,1.54829866218878,1.07948728117367
"P1258",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,18,0.708038717777339,0.837011716192909
"P1259",1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,18,1.18747983978884,1.09894578107491
"P1270",1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,18,0.995683214300523,0.986519287948555
"P1287",1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,18,0.958087427331047,0.992302423328633
"P1303",1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,18,0.763214306073858,0.879549815986103
"P1325",0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,18,1.30897082328731,1.0116353103824
"P1348",1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,18,0.757133016848193,0.886296080836641
"P1358",1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,1,18,1.24032501761936,1.16166538626298
"P1361",0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,18,1.24033043806297,0.927183895230745
"P1369",1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1,0,0,18,0.903222111313956,0.954133191389656
"P1409",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,18,0.75482087181451,0.875944188001591
"P1410",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,0,0,18,0.654355729634348,0.774347873194458
"P1419",1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,0,1,18,0.931574190651224,0.987979381960102
"P1429",1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,18,1.03952229294612,1.00869498878914
"P1435",1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,18,0.918415828009688,0.982622521303469
"P1438",1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,18,0.938200353872945,1.02413670987399
"P1443",1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,18,0.966940498176873,1.00562016092428
"P1454",0,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,18,1.7196179324213,1.21364135603977
"P1457",0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1,18,1.63393049413247,1.22692537484614
"P1459",1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,18,1.17285944616531,1.07200425246677
"P1472",1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,1,18,0.845953473206472,0.92133788108377
"P1511",1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,18,0.964556227891759,1.01497736463059
"P1566",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,18,0.717446999326039,0.835486236089176
"P1583",0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,18,1.35860895648336,1.04564433630924
"P1594",1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,18,0.788751207699046,0.910632228281066
"P1607",1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,18,1.14996236339089,1.11581374018031
"P1612",1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,18,1.13245415891389,1.05811898443098
"P1624",1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,0,1,18,1.05057252480754,1.10339759222563
"P1664",1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,18,0.985451951168056,0.94788899863997
"P5",1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,19,0.887574997375182,0.924830768665889
"P20",0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,19,1.54649883242074,1.09682993037355
"P21",1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,19,1.19363101135693,1.17344455117059
"P52",1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,19,1.13189892743545,1.12902513737713
"P57",1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,0,0,19,0.764396166773168,0.898941343338965
"P79",1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,19,1.1445947783323,1.06131319967128
"P87",1,1,1,1,1,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,1,19,1.10917996383355,1.11363259881909
"P92",1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,19,0.823654347348619,0.93172196819446
"P102",1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,19,1.1543434872636,1.01929011470312
"P107",1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,19,1.10777655314867,0.948758015150429
"P154",1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,19,1.10829136209763,1.03080384525278
"P182",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,19,0.623709865788045,0.770859570437685
"P187",1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,1,19,0.888383353547452,1.01108201345142
"P188",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,19,0.706495805015999,0.859505397547349
"P194",1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,19,1.6570885644462,1.19042727534354
"P209",1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,19,1.88615876236156,1.27924160341379
"P213",1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,19,1.16989802772133,1.00460735289605
"P216",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,19,0.670494682785162,0.795056595231155
"P219",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,19,1.05219109740032,0.933165032435669
"P253",1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1,19,0.983728298899199,1.01706075442075
"P262",1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,19,0.761332216668283,0.865443416752424
"P268",1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,0,1,19,0.8098163065781,0.960219913269957
"P271",1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1,0,19,0.801244768123466,0.941215088678392
"P277",1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,19,1.0071166202565,1.05968892217392
"P283",1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,19,0.943259740166977,0.981903892468974
"P289",1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,19,0.880488996772402,0.919182624036307
"P295",1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,19,1.08499551641223,1.03598005504088
"P297",1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,19,0.811116601601915,0.909858855686996
"P303",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,0,1,0,19,0.72021173547652,0.863780356359247
"P316",1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,0,1,1,0,19,0.987352201429607,1.01612193984531
"P334",1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0,1,19,1.04241099778045,1.05578896986016
"P336",1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,19,1.00450676558672,1.02429912359906
"P339",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,19,0.740003395126478,0.900289900229841
"P342",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,19,0.678917888471412,0.825197626307813
"P345",1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,19,1.0125378062952,1.03514434332733
"P361",1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,19,1.0721035783255,1.01796079911506
"P377",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,19,1.40994190800204,1.01119128090545
"P380",1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,19,1.05157294688978,0.966579303065452
"P384",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,1,19,0.902612144015223,0.967825755519029
"P387",1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,19,1.44490952501577,1.20076692111509
"P405",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,19,0.728361142785341,0.879317988116443
"P407",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,19,0.808637965817037,0.852538664298056
"P420",1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,19,1.0964616059853,1.12309616642585
"P434",1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,19,0.958556409101131,1.02806195469608
"P449",1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,19,1.18736278645224,1.02209457329378
"P450",1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,19,0.96707957095203,1.02444121274369
"P455",1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0,19,0.882733012328249,0.941862540584067
"P456",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,19,0.843369178088307,0.88642113740009
"P457",1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1,19,1.28919213790031,1.11960750356738
"P469",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,1,19,0.748192374154211,0.911633261954632
"P478",1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,19,1.16050884775469,1.13044877430703
"P496",1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,0,0,19,0.793871656404407,0.914063473897689
"P497",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,19,0.850390923782831,0.968401405714465
"P505",1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,19,0.943696314984151,0.956008006995227
"P507",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,19,1.06482065345346,0.9448702483523
"P511",1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,19,1.14269902447447,1.07269326410998
"P523",1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,19,1.41419251878406,1.19881177340027
"P540",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,19,0.714651689953967,0.873016033510463
"P546",1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,19,0.8388474314532,0.966781201772194
"P589",1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1,0,19,1.09222324222465,0.997573572042205
"P598",1,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,19,1.24368538553823,1.17548088437728
"P602",1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,19,1.34884628529596,1.1265814171262
"P605",1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,0,1,19,0.773263181351146,0.922092933701392
"P607",1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,19,0.926571634293379,0.941016745052069
"P620",1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,1,19,0.859683383891811,0.995744255042866
"P631",1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,19,1.14998551667577,1.0192520183092
"P646",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,19,0.94574279195417,0.857167740791156
"P656",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,19,0.75693339281774,0.875675083090523
"P661",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,19,0.694905403513733,0.846973929432064
"P671",1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,19,0.984487057786159,1.01594537535142
"P713",1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,0,19,0.800772631102978,0.9190293527575
"P715",1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,19,0.970309254721773,1.0221929460338
"P751",1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,19,0.882008731397164,1.01145844217061
"P779",1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,0,19,0.815971604821464,0.960845257495656
"P795",1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,19,0.835518360095349,0.961400217455412
"P817",1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,19,0.958149676884857,1.0021852468625
"P856",1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1,0,0,0,19,0.699163912451828,0.832250464470316
"P874",1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,0,1,0,19,0.82146448679572,0.935547554986153
"P885",1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,19,0.712981905609988,0.833605205302521
"P893",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,19,0.750019756387395,0.912596408963845
"P895",1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0,19,0.838427119977764,0.951128374548395
"P915",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,0,19,0.645806052728668,0.796318187080407
"P919",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,19,0.919196991458828,0.982098795365512
"P925",1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,19,1.13908008936292,1.12140664770317
"P937",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,19,0.801530883955739,0.843644088487018
"P939",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,19,0.599478404856022,0.753456009663385
"P943",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,19,1.33876775826658,0.938325566197148
"P954",1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,19,1.39804437623961,1.01817129202198
"P964",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,19,0.701124483053734,0.853717535430251
"P971",1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,19,1.41692801719194,1.17460994828167
"P979",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,19,0.695147377653592,0.868579979197567
"P989",1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,19,0.934905476177759,0.973220884836815
"P990",1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,19,0.826484626951871,0.939126283417846
"P994",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,19,0.876397712610256,0.926972593051091
"P1010",1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,19,0.902252617046912,1.02424749254676
"P1047",1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1,19,0.837481021663267,0.988483008157637
"P1055",1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,19,0.766754549895548,0.910398011299463
"P1056",1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,1,19,0.926753061485211,1.05122864302247
"P1058",1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,19,1.07959381591801,1.0475541625959
"P1059",1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,19,0.924688373746648,0.954998248167735
"P1072",1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,19,0.846786348749002,0.983624064244523
"P1080",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,19,0.66576652124948,0.816737682031673
"P1092",1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,0,19,0.738909795601749,0.872993025461361
"P1099",1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,1,19,0.866941994573405,0.995116747120483
"P1110",1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,19,1.09474335030187,1.12739416179106
"P1116",1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,19,1.32585991015644,1.09265025884751
"P1135",1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,0,19,0.78604579440498,0.899399183940236
"P1163",1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,19,0.854458297211918,0.992768128183555
"P1191",1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,19,0.756709938802086,0.869310518145011
"P1204",1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,19,1.14205348234262,1.10592491727161
"P1205",1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,19,0.832241777636463,0.970746403929055
"P1215",1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,19,0.946014864282584,0.960728517903931
"P1219",1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,1,0,1,19,0.879377776439694,0.99715256240793
"P1229",1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,19,0.803115378845326,0.952217687313446
"P1230",1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,19,1.05751463267783,1.06481161238437
"P1233",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,19,0.704848461991448,0.867684141488558
"P1249",1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,19,1.28147476695414,1.05223492340281
"P1262",1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,19,0.971601959166509,1.02356889723614
"P1272",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,19,0.597692624064185,0.748329743628605
"P1311",1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,19,0.882407604106147,0.905022363290868
"P1312",1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,1,19,0.817937644700871,0.979030968998272
"P1314",1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,0,19,0.802268184359194,0.899926454395119
"P1322",0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,19,1.48461231342302,1.0567603195434
"P1338",0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,19,1.42401294217609,0.981191307112023
"P1353",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0,19,0.686887010926598,0.835993752453546
"P1354",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,19,0.687800571242694,0.854148736271605
"P1357",1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,19,0.962523560548566,1.01370351640934
"P1360",1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,19,0.718785687008939,0.853005789128889
"P1364",1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,0,19,0.939930316449483,0.971798081605864
"P1366",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,19,0.686511614778334,0.82667996665569
"P1376",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,19,0.747335684816274,0.906232751559924
"P1382",1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,19,0.893168813459288,0.917885392172093
"P1386",1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,0,1,1,1,1,19,0.87968691412785,1.03482063753172
"P1395",1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,19,0.841100825358408,0.903014188622222
